40	11	5	234	15	59	0	234	0	0	0	0	0	1	0	4	0	0	0	1	0	3	0
40	9	5	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-64	-64	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	12	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	16	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	17	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	17	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	17	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	16	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	15	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	18	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	17	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	14	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	17	-2	227	14	57	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	18	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	18	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	17	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	14	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	21	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	19	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	17	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	15	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	14	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	17	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	16	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	17	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	13	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	16	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	18	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	14	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	16	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	17	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	12	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	15	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	18	-2	240	15	60	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
